flow_rate,diameter,length,roughness,velocity,reynolds,pressure_drop,pressure_gradient,flow_efficiency,reynolds_normalized,friction_factor,velocity_head,anomaly_severity,anomaly
0.12661392485435666,0.16815070431244683,2615.205488723145,5.055593754511793e-05,5.658488958764322,957928.0258482136,4159310.560043033,1514.916014804299,1.0,9.579280258482136,0.015698164134764638,1.6541289952324436,0.0,Normal
0.35270197943440385,0.4617931437771384,917.2312745578971,8.254412212062716e-05,2.146271752301696,984543.3577427651,66135.39664769064,71.16706773717382,1.0,9.84543357742765,0.014460450287775817,0.23167316332967097,0.0,Normal
0.7875703018824662,0.16135371630892603,630.3930490894279,6.50298597508739e-05,39.73804895808185,6264664.465814508,46890229.91910746,74830.86043440811,1.0,62.64664465814508,0.016019613057916597,76.83138858088621,0.0,Normal
1.3141049861669114,0.2829340642398116,1418.341316783196,5.4696948633629894e-05,20.82735623598806,5906968.7817057,15085721.146930976,10646.780722000864,1.0,59.069687817057,0.013822120292111119,22.215693346275355,0.0,Normal
1.5830575003925542,0.24487138507187206,1557.2697545236917,7.974654065869469e-05,34.05331536348564,8367267.92894763,57839764.9732528,36452.10791698689,0.8407988274258305,83.6726792894763,0.015289715508384906,59.51031828116897,0.7960058628708478,Large_Leak
1.2235369809993513,0.48367550096820666,1975.1976664554986,0.00010864688612020876,9.874645124766818,3917280.972485713,3440995.8341391357,1766.2837834413156,1.0,39.17280972485713,0.014835053132722929,4.865846373685162,0.5703346363664016,Major_Blockage
1.710194237693432,0.4807785240414071,1972.6958917150505,8.980619721096503e-05,9.210886353124856,4480370.331131572,2421211.944847926,1245.5673210504294,0.9151634344476618,44.80370331131572,0.013791279348277403,4.426278158235026,0.8483656555233807,Small_Leak
1.6158234305704302,0.44482597922761735,807.5402584457329,0.00013602439646873127,10.096548333926172,4511050.040940757,1394598.24866414,1753.5381190396033,1.0,45.11050040940757,0.015169118630644877,5.241746326389737,0.0,Normal
1.2488442097515233,0.29646349332717736,1325.587147376358,7.862753075401599e-05,18.30063201997365,5452664.05561684,10936680.161927136,8393.772858188802,1.0,54.526640556168395,0.014712395503593552,17.24153927652392,0.0,Normal
1.8525498851770996,0.3575042102506124,1686.8013000615258,5.7299364178781723e-05,18.52498814724238,6705758.282153447,10960628.431549262,6555.253610980667,1.0,67.05758282153447,0.013321931218345635,17.932236781444256,0.8513761418134473,Corrosion
0.42860164159966907,0.24286784583272078,1256.559635875893,9.867066880324619e-05,9.096963016660926,2208293.3397883736,3499864.7230949346,2761.4327029944757,1.0,22.082933397883735,0.0162241142707478,4.213805451564743,0.0,Normal
1.1615557873477278,0.3956375200167346,2186.319312308736,0.00011331193064035905,9.259808656026946,3619792.3975113574,3529417.659642021,1588.3312198810088,1.0,36.197923975113575,0.015013991083215113,4.266516035978714,0.0,Normal
1.151114822947124,0.44443230281752333,2230.2342980905282,0.00010505870233000226,7.277701255857926,3256171.6127713756,1979726.436411099,875.3132953324284,0.9624930724106532,32.56171612771376,0.014494251783991798,2.7359259193036687,0.3750692758934684,Small_Leak
0.8321660717340402,0.4727960321307133,2515.8098393734663,6.95467026928143e-05,4.65915044324985,2197347.3505551894,770484.0841376813,308.19050925011265,1.0,21.973473505551894,0.01349190568858507,1.1009073709989563,0.0,Normal
